query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	match
ERR10115637.498991	20707	95	20692	+	OX387718.1	34891842	34846562	34867161	17345	20622	60	17345
ERR10115637.1888921	18169	2	18161	+	OX387719.1	33329425	7611	25737	17276	18176	13	17276
ERR10115637.1673138	18131	4	18118	-	OX387716.1	110195567	32456	50568	17251	18116	60	17251
ERR10115637.180692	17911	8	17910	+	OX387719.1	33329425	33293281	33311185	17123	17905	60	17123
ERR10115637.1454710	17947	10	17943	+	OX387718.1	34891842	29387	47314	17108	17933	60	17108
ERR10115637.1311075	17947	7	17944	+	OX387719.1	33329425	8982	26927	17037	17962	14	17037
ERR10115637.352163	20116	48	20114	+	OX387718.1	34891842	34849587	34869681	17029	20110	60	17029
ERR10115637.834407	21481	1606	21475	-	OX387715.1	122962308	122922645	122942874	16982	20511	0	16982
ERR10115637.591229	17701	9	17696	+	OX387719.1	33329425	33286522	33304219	16963	17720	60	16963
ERR10115637.1505027	17958	19	17949	+	OX387715.1	122962308	26841	44687	16894	17936	4	16894
ERR10115637.1567876	18666	6	18662	+	OX387716.1	110195567	110151555	110173615	16886	22288	0	16886
ERR10115637.246228	18911	4	18905	-	OX387717.1	78174148	78130004	78148913	16831	18914	60	16831
ERR10115637.205645	19050	12	19044	-	OX387715.1	122962308	122912229	122931361	16797	19460	0	16797
ERR10115637.364291	17340	0	17336	-	OX387718.1	34891842	48744	66021	16754	17357	60	16754
ERR10115637.787870	17989	9	17987	+	OX387717.1	78174148	13906	31872	16704	17983	60	16704
ERR10115637.1143752	18563	3	18544	-	OX387718.1	34891842	34835352	34853888	16659	18541	60	16659
ERR10115637.827236	18255	8	18251	+	OX387715.1	122962308	31898	49505	16548	18286	0	16548
ERR10115637.721880	18475	1	18445	-	OX387719.1	33329425	13424	31585	16544	18472	0	16544
ERR10115637.910310	18039	9	18021	+	OX387717.1	78174148	78156170	78174129	16525	18020	15	16525
ERR10115637.1644003	18279	31	18045	-	OX387715.1	122962308	122909795	122928040	16525	18417	0	16525
ERR10115637.649931	19110	8	19102	-	OX387716.1	110195567	110167342	110186329	16516	19123	11	16516
ERR10115637.315240	17008	5	17000	-	OX387719.1	33329425	33287871	33304901	16426	17037	60	16426
ERR10115637.1251574	18801	8	18797	-	OX387716.1	110195567	10391	29181	16371	18797	55	16371
ERR10115637.804632	18163	22	18157	-	OX387718.1	34891842	34835004	34853153	16182	18155	60	16182
ERR10115637.1598279	18361	40	18359	-	OX387717.1	78174148	78118405	78136590	16178	18344	60	16178
ERR10115637.1805832	17974	9	17964	-	OX387717.1	78174148	24597	64337	16135	39756	60	16135
ERR10115637.460722	18813	7	18804	+	OX387718.1	34891842	34853138	34872009	16129	18875	60	16129
ERR10115637.575094	18737	4	18733	+	OX387715.1	122962308	122920210	122938698	16112	18740	21	16112
ERR10115637.1371981	19473	6	19464	-	OX387719.1	33329425	27087	46536	16083	19468	60	16083
ERR10115637.1841884	19594	6	19594	-	OX387719.1	33329425	25025	44598	16035	19595	60	16035
ERR10115637.1785261	16218	9	16208	-	OX387719.1	33329425	46703	62903	16033	16200	60	16033
ERR10115637.243068	16775	6	16775	+	OX387717.1	78174148	17993	34775	16017	16803	60	16017
ERR10115637.1377838	19623	0	19618	-	OX387719.1	33329425	24123	43702	15958	19621	60	15958
ERR10115637.104694	16864	5	16856	+	OX387718.1	34891842	31268	48098	15871	16863	60	15871
ERR10115637.1029935	17055	1	17055	+	OX387719.1	33329425	19504	36557	15869	17078	25	15869
ERR10115637.1275355	17309	26	17307	-	OX387715.1	122962308	41361	58618	15860	17283	24	15860
ERR10115637.1891962	17558	8	17535	-	OX387719.1	33329425	39204	56735	15794	17538	60	15794
ERR10115637.1667354	19100	11	19096	-	OX387719.1	33329425	27592	46671	15781	19091	60	15781
ERR10115637.194363	17239	4	17230	+	OX387718.1	34891842	34868235	34885470	15765	17239	30	15765
ERR10115637.363419	18214	8	18211	+	OX387717.1	78174148	78125071	78143260	15747	18257	60	15747
ERR10115637.355804	16096	7	16089	-	OX387716.1	110195567	34904	50982	15716	16089	60	15716
ERR10115637.1130518	17955	20	17952	+	OX387719.1	33329425	33308220	33326132	15708	17938	60	15708
ERR10115637.1555439	17914	7	17895	+	OX387718.1	34891842	34846947	34864834	15706	17890	60	15706
ERR10115637.1595694	16424	110	16416	+	OX387718.1	34891842	26270	42571	15687	16306	60	15687
ERR10115637.545906	16916	5	16913	-	OX387716.1	110195567	25655	42565	15602	16910	60	15602
ERR10115637.1753176	15881	7	15872	+	OX387719.1	33329425	33291601	33307456	15557	15866	60	15557
ERR10115637.1142510	17190	4	17186	-	OX387715.1	122962308	122899822	122917031	15477	17239	23	15477
ERR10115637.1166706	16193	3	16192	+	OX387719.1	33329425	33291553	33307716	15463	16210	60	15463
ERR10115637.1756036	15892	0	15885	-	OX387716.1	110195567	38621	54521	15413	15911	60	15413
ERR10115637.184709	15964	9	15962	-	OX387719.1	33329425	16281	32239	15400	15961	5	15400
ERR10115637.159037	15866	9	15859	-	OX387719.1	33329425	33270377	33286215	15398	15858	60	15398
ERR10115637.556848	16151	7	16142	-	OX387715.1	122962308	122912921	122929054	15356	16139	23	15356
ERR10115637.602907	15523	0	15514	-	OX387716.1	110195567	37621	53132	15329	15518	60	15329
ERR10115637.242430	16668	1	16667	+	OX387716.1	110195567	25243	41914	15315	16673	60	15315
ERR10115637.594706	16345	3	16342	+	OX387719.1	33329425	33281490	33297770	15276	16354	60	15276
ERR10115637.535642	15799	5	15755	-	OX387718.1	34891842	26642	42397	15275	15756	60	15275
ERR10115637.1381719	15582	5	15565	-	OX387719.1	33329425	33292537	33308098	15259	15566	60	15259
ERR10115637.931758	15461	6	15456	-	OX387716.1	110195567	37635	53074	15231	15456	60	15231
ERR10115637.1648129	17154	9	17152	-	OX387716.1	110195567	21593	38716	15191	17146	60	15191
ERR10115637.1659873	18056	3	18040	-	OX387715.1	122962308	122935944	122959432	15183	23880	0	15183
ERR10115637.1639436	16523	7	16519	+	OX387719.1	33329425	12569	28895	15179	16542	0	15179
ERR10115637.1510563	18644	7	18513	-	OX387717.1	78174148	78113083	78131574	15173	18552	60	15173
ERR10115637.1119030	19843	0	19818	-	OX387718.1	34891842	34855443	34874989	15168	19906	60	15168
ERR10115637.89859	16281	16	16272	+	OX387717.1	78174148	78157026	78173257	15167	16271	14	15167
ERR10115637.1298396	16991	240	16988	+	OX387716.1	110195567	22372	39118	15162	16749	60	15162
ERR10115637.1098965	18143	6	18136	-	OX387718.1	34891842	34849985	34867926	15144	18130	60	15144
ERR10115637.642070	17742	58	17740	-	OX387716.1	110195567	12157	29840	15142	17693	60	15142
ERR10115637.576830	17482	4	17447	+	OX387715.1	122962308	31197	47970	15139	17517	1	15139
ERR10115637.880803	15423	5	15420	-	OX387718.1	34891842	34827363	34842780	15138	15424	60	15138
ERR10115637.138250	15603	5	15600	-	OX387718.1	34891842	47805	63328	15107	15595	60	15107
ERR10115637.1321603	16476	2	16469	+	OX387716.1	110195567	27785	44253	15098	16470	60	15098
ERR10115637.1202299	16472	3	16469	-	OX387716.1	110195567	22864	39321	15090	16470	60	15090
ERR10115637.513730	15412	6	15408	-	OX387716.1	110195567	34656	50056	15085	15403	60	15085
ERR10115637.228630	16029	2	16003	+	OX387719.1	33329425	4027	20003	15084	16007	12	15084
ERR10115637.294367	17829	23	17820	+	OX387716.1	110195567	16587	34377	15081	17802	60	15081
ERR10115637.140397	15723	5	15719	-	OX387719.1	33329425	7539	23260	15044	15732	10	15044
ERR10115637.245307	18594	4	18576	-	OX387717.1	78174148	78111407	78129977	15035	18574	60	15035
ERR10115637.141167	17573	3	17570	+	OX387717.1	78174148	78150653	78168035	15020	17602	13	15020
ERR10115637.85750	16954	6	16918	-	OX387716.1	110195567	110133238	110150141	15016	16921	12	15016
ERR10115637.1170600	16467	7	16460	-	OX387719.1	33329425	33296737	33313192	14999	16462	60	14999
ERR10115637.307481	16454	7	16448	-	OX387716.1	110195567	110130921	110148143	14927	17317	1	14927
ERR10115637.837482	15312	16	15309	+	OX387718.1	34891842	29752	45045	14864	15295	60	14864
ERR10115637.725455	16028	1	16021	-	OX387715.1	122962308	122921848	122937876	14853	16036	17	14853
ERR10115637.1879441	15398	5	15389	-	OX387718.1	34891842	42912	58294	14852	15388	60	14852
ERR10115637.654863	15444	9	15442	-	OX387717.1	78174148	19875	35318	14845	15449	60	14845
ERR10115637.220574	16236	5	16234	-	OX387715.1	122962308	122900107	122917488	14836	17507	0	14836
ERR10115637.237077	15906	16	15897	-	OX387718.1	34891842	34831171	34847035	14827	15881	60	14827
ERR10115637.1393723	17251	6	17247	+	OX387716.1	110195567	11722	28959	14806	17244	54	14806
ERR10115637.551229	21301	7	15740	-	OX387716.1	110195567	1456	18047	14805	16724	0	14805
ERR10115637.1098618	16434	171	16433	-	OX387716.1	110195567	110153005	110172074	14796	19269	0	14796
ERR10115637.937423	15302	5	15288	+	OX387716.1	110195567	110156813	110172096	14753	15288	6	14753
ERR10115637.81858	17293	6	17270	-	OX387718.1	34891842	34845784	34863050	14750	17268	60	14750
ERR10115637.1890194	17042	2	17042	-	OX387719.1	33329425	33306680	33323730	14716	17053	60	14716
ERR10115637.1373593	16153	22	16091	-	OX387715.1	122962308	10541	26610	14693	16072	14	14693
ERR10115637.712949	15401	1	15394	+	OX387716.1	110195567	110153032	110168361	14688	15397	8	14688
ERR10115637.672181	15780	2	15775	+	OX387717.1	78174148	12343	28125	14684	15788	34	14684
ERR10115637.560375	16738	6	16737	+	OX387717.1	78174148	78132244	78148975	14680	16735	60	14680
ERR10115637.528808	16000	3	15994	+	OX387716.1	110195567	110179583	110195561	14678	15998	21	14678
ERR10115637.435260	16150	2	16146	+	OX387719.1	33329425	21979	38121	14673	16147	32	14673
ERR10115637.503331	16387	5	16385	-	OX387716.1	110195567	110168613	110184984	14657	16399	12	14657
ERR10115637.1539276	16245	3	15388	+	OX387717.1	78174148	20208	35611	14649	15413	60	14649
ERR10115637.657280	14871	8	14866	-	OX387718.1	34891842	34827061	34841923	14641	14864	60	14641
ERR10115637.157759	16198	4	16191	-	OX387716.1	110195567	110156150	110175754	14632	19810	0	14632
ERR10115637.1544117	15783	9	15778	-	OX387717.1	78174148	78155347	78171114	14629	15772	17	14629
ERR10115637.440559	15889	3	15885	-	OX387716.1	110195567	29928	45810	14615	15883	60	14615
ERR10115637.1425023	16096	9	16093	-	OX387715.1	122962308	12723	28794	14611	16090	17	14611
ERR10115637.174391	17440	16	17415	+	OX387715.1	122962308	122936781	122959649	14594	23255	0	14594
ERR10115637.605210	15149	4	15149	-	OX387718.1	34891842	36888	52035	14584	15148	60	14584
ERR10115637.645863	15357	9	15352	-	OX387716.1	110195567	110151609	110166909	14578	15362	10	14578
ERR10115637.1548195	20927	3103	20918	+	OX387716.1	110195567	16139	34895	14576	18841	60	14576
ERR10115637.683268	17161	33	17158	-	OX387718.1	34891842	34857888	34875083	14484	17202	60	14484
ERR10115637.1317205	15585	1	15578	+	OX387717.1	78174148	78153886	78169451	14472	15578	14	14472
ERR10115637.582333	16934	8	16927	+	OX387718.1	34891842	34862397	34879312	14471	16925	60	14471
ERR10115637.1150300	15688	0	15679	-	OX387717.1	78174148	78149561	78165210	14440	15687	11	14440
ERR10115637.806781	14650	4	14648	+	OX387719.1	33329425	33288863	33303516	14380	14668	60	14380
ERR10115637.772756	15286	0	15264	+	OX387719.1	33329425	6750	21975	14366	15274	1	14366
ERR10115637.1069511	15066	7	15064	-	OX387719.1	33329425	43769	58817	14346	15090	60	14346
ERR10115637.1414689	14653	8	14653	-	OX387716.1	110195567	34333	48978	14340	14647	60	14340
ERR10115637.605674	16339	16	16333	-	OX387718.1	34891842	34850927	34867243	14333	16317	60	14333
ERR10115637.680305	16297	16	16296	-	OX387717.1	78174148	78139487	78155747	14326	16348	60	14326
ERR10115637.737090	15151	6	15151	+	OX387719.1	33329425	4039	19166	14312	15148	11	14312
ERR10115637.335385	15059	8	15058	-	OX387716.1	110195567	40484	55531	14300	15064	60	14300
ERR10115637.1453922	15049	6	15047	-	OX387718.1	34891842	45336	60376	14290	15072	60	14290
ERR10115637.1497443	15620	3	15610	-	OX387718.1	34891842	34830204	34845747	14276	15642	60	14276
ERR10115637.548877	15839	23	15838	-	OX387716.1	110195567	110148424	110163926	14262	15845	0	14262
ERR10115637.920561	14783	8	14779	-	OX387715.1	122962308	28903	43679	14260	14778	5	14260
ERR10115637.102557	17321	5	17316	-	OX387716.1	110195567	48218	65531	14251	17325	60	14251
ERR10115637.1775990	14467	0	14458	-	OX387716.1	110195567	39759	54218	14240	14459	60	14240
ERR10115637.899035	16140	2	16116	-	OX387715.1	122962308	122913861	122930063	14234	16516	0	14234
ERR10115637.175789	15518	8	15515	-	OX387715.1	122962308	19418	34929	14217	15528	21	14217
ERR10115637.891819	18763	3115	18757	-	OX387717.1	78174148	19957	35611	14212	15717	60	14212
ERR10115637.1019744	16387	4	16318	-	OX387717.1	78174148	78114854	78131075	14185	16326	60	14185
ERR10115637.783403	16957	8	16950	-	OX387716.1	110195567	45573	62520	14177	16947	60	14177
ERR10115637.434727	15590	2	15582	-	OX387718.1	34891842	34866999	34885264	14155	18280	6	14155
ERR10115637.1644334	18743	1002	18725	+	OX387715.1	122962308	152	17874	14146	17752	29	14146
ERR10115637.1274109	14599	9	14598	-	OX387718.1	34891842	28340	42927	14141	14594	60	14141
ERR10115637.739573	14566	3	14565	+	OX387718.1	34891842	26552	41114	14108	14563	60	14108
ERR10115637.992164	16272	6	16269	-	OX387718.1	34891842	34846367	34862632	14065	16265	60	14065
ERR10115637.740079	15255	2	15253	+	OX387716.1	110195567	110153131	110171178	14055	18247	0	14055
ERR10115637.217736	15314	6	15307	+	OX387719.1	33329425	16231	31333	14050	15329	0	14050
ERR10115637.1566537	15092	8	15091	+	OX387717.1	78174148	78154710	78169787	14004	15088	15	14004
ERR10115637.1366151	16086	15	16079	+	OX387718.1	34891842	34862694	34878757	13996	16074	60	13996
ERR10115637.383356	15524	1	15515	-	OX387716.1	110195567	110136790	110153456	13971	16676	1	13971
ERR10115637.1662006	14854	1	14848	-	OX387718.1	34891842	36601	51407	13947	14856	60	13947
ERR10115637.1448260	18045	5	16578	-	OX387716.1	110195567	19	16602	13933	16600	14	13933
ERR10115637.941431	14541	7	14536	-	OX387719.1	33329425	8087	22632	13919	14549	9	13919
ERR10115637.1908659	16579	9	16347	+	OX387718.1	34891842	34867186	34886156	13897	19066	9	13897
ERR10115637.1564323	14305	8	14296	+	OX387716.1	110195567	110151555	110165839	13894	14293	0	13894
ERR10115637.782259	15313	4	15304	+	OX387716.1	110195567	25372	40663	13891	15305	60	13891
ERR10115637.749071	14476	5	14469	-	OX387718.1	34891842	36854	51322	13883	14471	60	13883
ERR10115637.1758992	15355	26	15346	+	OX387716.1	110195567	29743	45070	13867	15332	60	13867
ERR10115637.1269992	14173	8	14171	+	OX387719.1	33329425	33293589	33307746	13854	14167	60	13854
ERR10115637.1257247	14762	44	14757	+	OX387717.1	78174148	15215	29906	13851	14715	60	13851
ERR10115637.1821318	14185	17	14180	+	OX387719.1	33329425	33288998	33303148	13837	14180	60	13837
ERR10115637.665919	15195	2	15195	+	OX387719.1	33329425	15171	30160	13835	15222	0	13835
ERR10115637.269223	15312	6	15304	-	OX387717.1	78174148	78125257	78140557	13832	15308	60	13832
ERR10115637.1363844	13846	3	13845	-	OX387719.1	33329425	33291542	33305384	13811	13843	60	13811
ERR10115637.1881767	17008	222	17003	-	OX387719.1	33329425	23933	40711	13806	16782	51	13806
ERR10115637.1639008	15916	1	15910	+	OX387719.1	33329425	33308229	33324133	13793	15913	60	13793
ERR10115637.491517	15333	100	15331	-	OX387716.1	110195567	42894	58125	13782	15239	60	13782
ERR10115637.1204194	14056	3	14047	-	OX387718.1	34891842	45829	59885	13754	14056	60	13754
ERR10115637.1822523	17024	18	17024	-	OX387716.1	110195567	43038	60056	13746	17051	60	13746
ERR10115637.274698	14263	1	14259	+	OX387715.1	122962308	32775	47038	13744	14266	8	13744
ERR10115637.1856305	13938	6	13831	-	OX387716.1	110195567	36416	50243	13744	13827	60	13744
ERR10115637.738750	15883	6	15875	-	OX387718.1	34891842	34834279	34850087	13732	15872	60	13732
ERR10115637.1815500	15860	5	15858	+	OX387718.1	34891842	34842879	34858716	13726	15854	60	13726
ERR10115637.66719	14765	9	14757	-	OX387718.1	34891842	34832203	34846969	13703	14767	60	13703
ERR10115637.536135	16417	7	16408	-	OX387718.1	34891842	34860401	34876806	13699	16407	60	13699
ERR10115637.1262245	17881	812	17875	-	OX387715.1	122962308	122900901	122916735	13693	17071	0	13693
ERR10115637.1740887	14097	2	14097	-	OX387719.1	33329425	33271501	33285581	13685	14095	60	13685
ERR10115637.508273	16939	1	14901	+	OX387717.1	78174148	78156275	78171184	13684	15046	1	13684
ERR10115637.1212593	14374	8	14371	+	OX387717.1	78174148	78140321	78154675	13606	14365	60	13606
ERR10115637.907755	14656	7	14652	+	OX387717.1	78174148	31822	46463	13556	14648	1	13556
ERR10115637.20887	15251	4	14817	-	OX387717.1	78174148	36435	54002	13541	17800	0	13541
ERR10115637.1548029	14885	38	14884	-	OX387719.1	33329425	33295365	33310103	13526	14858	60	13526
ERR10115637.371895	14609	6	14596	-	OX387715.1	122962308	122904253	122919999	13498	15838	0	13498
ERR10115637.578966	14556	2	14548	-	OX387718.1	34891842	30383	44949	13485	14605	60	13485
ERR10115637.578444	14187	9	14186	-	OX387718.1	34891842	33474	47617	13478	14178	60	13478
ERR10115637.1456504	14316	4	14308	-	OX387719.1	33329425	33280041	33294336	13450	14329	60	13450
ERR10115637.537176	14502	4	14490	+	OX387719.1	33329425	33296914	33311384	13440	14494	60	13440
ERR10115637.401175	15329	3	15329	-	OX387718.1	34891842	34861716	34877040	13391	15326	60	13391
ERR10115637.1896884	13750	0	13747	+	OX387716.1	110195567	110154514	110168269	13359	13756	7	13359
ERR10115637.496467	14004	211	13996	-	OX387719.1	33329425	33295935	33309703	13344	13792	60	13344
ERR10115637.761912	14147	6	14145	+	OX387716.1	110195567	110180861	110194981	13327	14144	21	13327
ERR10115637.924160	14435	2	14415	-	OX387715.1	122962308	122908454	122922792	13319	14423	9	13319
ERR10115637.550093	15838	1	15837	+	OX387718.1	34891842	34854612	34870452	13317	15842	60	13317
ERR10115637.516917	16682	7	16213	+	OX387715.1	122962308	122945695	122961914	13293	16233	22	13293
ERR10115637.639287	15440	8	15437	+	OX387718.1	34891842	34842600	34858014	13291	15440	60	13291
ERR10115637.1824472	14059	47	14057	+	OX387716.1	110195567	110180410	110194414	13271	14013	21	13271
ERR10115637.1100113	13853	4	13845	+	OX387719.1	33329425	33281733	33295576	13259	13847	60	13259
ERR10115637.1543487	14207	10	14204	-	OX387715.1	122962308	122902985	122918366	13249	15439	1	13249
ERR10115637.1540877	13967	6	13960	-	OX387718.1	34891842	34832385	34846334	13237	13958	60	13237
ERR10115637.1197410	15342	252	15337	+	OX387718.1	34891842	24846	39953	13224	15115	60	13224
ERR10115637.1692114	13619	1	13613	+	OX387718.1	34891842	26795	40408	13224	13618	60	13224
ERR10115637.1797038	13821	2	13820	-	OX387719.1	33329425	33277144	33290965	13220	13824	60	13220
ERR10115637.839029	14416	0	14413	+	OX387715.1	122962308	122914808	122929214	13199	14455	25	13199
ERR10115637.249861	13803	5	13796	-	OX387715.1	122962308	122904692	122919651	13193	15014	1	13193
ERR10115637.1034990	15104	9	15099	-	OX387715.1	122962308	35532	50401	13186	15096	6	13186
ERR10115637.1284016	14512	7	14487	+	OX387717.1	78174148	78124487	78138969	13178	14482	60	13178
ERR10115637.302416	13588	0	13584	-	OX387718.1	34891842	34832406	34845991	13163	13585	60	13163
ERR10115637.1144661	14478	2	14470	-	OX387716.1	110195567	26687	41158	13162	14471	60	13162
ERR10115637.1488670	15548	211	15539	-	OX387718.1	34891842	34845999	34861325	13160	15329	60	13160
ERR10115637.1721306	13568	29	13537	-	OX387719.1	33329425	20014	33522	13146	13509	21	13146
ERR10115637.931984	13805	1	13782	-	OX387719.1	33329425	33315064	33328843	13142	13785	18	13142
ERR10115637.638945	13981	259	13976	+	OX387716.1	110195567	1456	15131	13111	13724	5	13111
ERR10115637.306123	14774	7	14768	+	OX387716.1	110195567	110172028	110186751	13095	14767	11	13095
ERR10115637.1513688	13565	13	13561	-	OX387715.1	122962308	42594	56140	13082	13562	16	13082
ERR10115637.447331	13935	8	13916	+	OX387716.1	110195567	110181121	110195038	13069	13927	21	13069
ERR10115637.574097	13833	1	13833	-	OX387715.1	122962308	122902008	122917007	13061	15050	0	13061
ERR10115637.505624	13576	7	13568	+	OX387718.1	34891842	29074	42634	13055	13571	60	13055
ERR10115637.1283431	14000	6	13973	-	OX387719.1	33329425	33296640	33310586	13035	13976	60	13035
ERR10115637.740115	13717	3	13708	-	OX387718.1	34891842	34832963	34846668	12952	13705	60	12952
ERR10115637.1306494	14355	7	14350	-	OX387719.1	33329425	8801	22612	12940	14369	2	12940
ERR10115637.1592068	15016	23	15008	-	OX387718.1	34891842	34853266	34868252	12907	14992	60	12907
ERR10115637.1279359	14321	0	14318	+	OX387718.1	34891842	34850574	34864890	12893	14318	60	12893
ERR10115637.1742015	14711	5	14707	-	OX387717.1	78174148	78132588	78147294	12876	14711	60	12876
ERR10115637.776971	14018	6	14012	-	OX387717.1	78174148	7386	21360	12875	14011	0	12875
ERR10115637.1674624	14797	1	14586	+	OX387718.1	34891842	34861680	34876260	12868	14587	52	12868
ERR10115637.659163	12986	9	12983	-	OX387719.1	33329425	46733	59708	12850	12975	60	12850
ERR10115637.567497	14508	3	14426	-	OX387718.1	34891842	25769	40111	12822	14435	60	12822
ERR10115637.1457688	15188	1	15181	+	OX387718.1	34891842	34859419	34874588	12822	15182	60	12822
ERR10115637.523286	13218	18	13211	-	OX387718.1	34891842	28381	41565	12809	13194	60	12809
ERR10115637.119382	16673	0	16671	-	OX387719.1	33329425	24828	41483	12806	16719	60	12806
ERR10115637.524121	13559	7	13552	+	OX387715.1	122962308	122924203	122937748	12774	13547	10	12774
ERR10115637.1184598	14041	1	14037	+	OX387717.1	78174148	78158067	78172107	12768	14088	15	12768
ERR10115637.209656	13337	8	13326	-	OX387718.1	34891842	29473	42769	12747	13323	60	12747
ERR10115637.1191078	13715	6	13710	-	OX387717.1	78174148	40647	53989	12739	13716	2	12739
ERR10115637.926538	15614	9	15613	-	OX387716.1	110195567	14880	30483	12735	15610	60	12735
ERR10115637.1214226	13879	1	13874	-	OX387717.1	78174148	14128	27993	12731	13884	38	12731
ERR10115637.792681	14382	6	14379	-	OX387718.1	34891842	34868795	34883126	12726	14393	18	12726
ERR10115637.449726	14105	18	14099	-	OX387716.1	110195567	43798	57882	12707	14084	60	12707
ERR10115637.1121598	15950	9	15944	+	OX387719.1	33329425	27158	43085	12698	15936	60	12698
ERR10115637.789105	13969	17	13960	-	OX387716.1	110195567	43472	57411	12696	13946	60	12696
ERR10115637.357858	14447	186	14442	+	OX387718.1	34891842	25171	39420	12695	14265	60	12695
ERR10115637.1018324	18730	231	18726	+	OX387718.1	34891842	20744	39331	12693	18641	60	12693
ERR10115637.1050568	13526	5	13526	-	OX387716.1	110195567	110135598	110149989	12635	14398	0	12635
ERR10115637.1237346	13215	7	13211	+	OX387719.1	33329425	15494	28690	12622	13208	0	12622
ERR10115637.240348	14708	4	14702	-	OX387715.1	122962308	122915752	122930542	12617	15125	0	12617
ERR10115637.1796582	13010	5	13009	-	OX387719.1	33329425	33287638	33300642	12613	13005	60	12613
ERR10115637.1896051	16102	7	16102	+	OX387719.1	33329425	30389	46478	12605	16117	60	12605
ERR10115637.723688	14776	9	14776	-	OX387715.1	122962308	122938398	122953157	12595	14780	20	12595
ERR10115637.992244	15686	1399	15677	+	OX387716.1	110195567	19	14304	12595	14294	8	12595
ERR10115637.834828	12880	4	12871	+	OX387719.1	33329425	33297040	33309906	12572	12867	60	12572
