query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	match
ERR6412038.1029803	17497	1957	17495	+	OU342942.1	42634267	2056	17593	14866	15551	60	14866
ERR6412038.812887	15539	0	15494	-	OU342946.1	31209118	3336	18795	14730	15538	60	14730
ERR6412038.950656	15056	4	15004	+	OU342945.1	34544964	34526650	34541614	14677	15003	60	14677
ERR6412038.1722108	19253	2029	19249	-	OU342944.1	34841267	34808711	34825818	14630	17365	60	14630
ERR6412038.474910	15884	7	15865	-	OU342941.1	47577084	2806	18669	14627	15889	60	14627
ERR6412038.1551682	16222	45	16160	+	OU342941.1	47577084	47560531	47576621	14402	16117	60	14402
ERR6412038.314503	14778	3	14736	-	OU342942.1	42634267	2324	17048	14350	14736	60	14350
ERR6412038.1194078	15012	9	14938	-	OU342946.1	31209118	3336	18226	14250	14934	60	14250
ERR6412038.581960	16545	4	15921	+	OU342944.1	34841267	34809936	34825818	14101	16056	60	14101
ERR6412038.222178	17491	98	17401	+	OU342941.1	47577084	47559502	47576621	14098	17306	60	14098
ERR6412038.292592	16696	886	16694	-	OU342942.1	42634267	42592709	42610431	14096	18032	60	14096
ERR6412038.319902	16502	0	15917	+	OU342944.1	34841267	34809930	34825818	13938	16072	60	13938
ERR6412038.536149	15368	8	15018	-	OU342945.1	34544964	729	18174	13781	17489	60	13781
ERR6412038.812458	16599	62	16574	-	OU342945.1	34544964	34527363	34543882	13759	16546	60	13759
ERR6412038.2103534	14040	3	13969	+	OU342943.1	41012438	40995263	41009229	13606	13969	60	13606
ERR6412038.1110049	15759	8	15717	+	OU342942.1	42634267	42607266	42632149	13025	26925	17	13025
ERR6412038.1472277	13810	8	13711	-	OU342942.1	42634267	2324	15982	13004	13711	60	13004
ERR6412038.1969286	13812	3	13777	-	OU342941.1	47577084	2806	16567	12951	13784	60	12951
ERR6412038.2141702	15652	2	15589	-	OU342943.1	41012438	3288	18869	12889	15596	60	12889
ERR6412038.789182	13414	6	13322	-	OU342942.1	42634267	2324	15610	12881	13320	60	12881
ERR6412038.773803	17629	1284	17622	-	OU342941.1	47577084	47549076	47565386	12785	16349	60	12785
ERR6412038.2390978	17441	1183	17230	-	OU342941.1	47577084	47561200	47576486	12749	16871	50	12749
ERR6412038.501113	14182	1109	14181	-	OU342945.1	34544964	34528558	34541614	12715	13084	60	12715
ERR6412038.2003711	13374	4	13311	-	OU342940.1	59446405	4453	17735	12669	13338	60	12669
ERR6412038.699617	13869	5	13676	-	OU342944.1	34841267	8083	21597	12615	13715	60	12615
ERR6412038.1460548	15145	7	15078	+	OU342942.1	42634267	42604778	42632149	12591	28094	60	12591
ERR6412038.1240124	13564	4	13460	-	OU342942.1	42634267	2324	15687	12536	13462	60	12536
ERR6412038.1277293	14901	8	14313	+	OU342944.1	34841267	34811554	34825815	12484	14440	60	12484
ERR6412038.1649018	17032	1092	17009	+	OU342943.1	41012438	3288	19192	12379	15923	60	12379
ERR6412038.2140741	16080	1933	16075	-	OU342944.1	34841267	34811714	34825818	12161	14294	60	12161
ERR6412038.2311292	14375	0	13781	+	OU342944.1	34841267	34812075	34825818	12018	13917	60	12018
ERR6412038.1642164	13693	1027	13674	+	OU342942.1	42634267	2324	14945	12008	12665	60	12008
ERR6412038.1732211	14742	3	14691	-	OU342943.1	41012438	3288	17955	11982	14691	60	11982
ERR6412038.2270013	14532	1017	14530	-	OU342944.1	34841267	34826238	34839749	11954	13529	60	11954
ERR6412038.1761010	12891	2	12810	+	OU342944.1	34841267	34813039	34825818	11929	12812	60	11929
ERR6412038.291808	13512	1126	13509	-	OU342942.1	42634267	42612286	42624633	11796	12385	60	11796
ERR6412038.179361	12489	9	12425	+	OU342941.1	47577084	47564195	47576621	11731	12444	34	11731
ERR6412038.1655325	11943	3	11886	-	OU342940.1	59446405	4462	16341	11668	11900	60	11668
ERR6412038.320025	12014	0	11968	-	OU342941.1	47577084	2806	14773	11635	11968	60	11635
ERR6412038.408679	12119	3	12073	-	OU342946.1	31209118	3336	15405	11626	12073	60	11626
ERR6412038.1377333	11992	6	11959	+	OU342943.1	41012438	40997311	41009258	11616	11953	60	11616
ERR6412038.1619240	13269	365	13233	+	OU342942.1	42634267	42606408	42632149	11529	25801	60	11529
ERR6412038.681022	19638	1	11867	+	OU342943.1	41012438	40997404	41009258	11509	11868	35	11509
ERR6412038.1626547	12178	0	12120	+	OU342944.1	34841267	34813714	34825818	11494	12123	60	11494
ERR6412038.2212330	15056	1	11985	+	OU342945.1	34544964	34529681	34541614	11476	11994	60	11476
ERR6412038.1092399	13957	5	13327	+	OU342944.1	34841267	34812564	34825815	11464	13462	60	11464
ERR6412038.1348637	11909	7	11878	+	OU342943.1	41012438	40997416	41009258	11442	11871	60	11442
ERR6412038.488652	13556	1714	13553	-	OU342942.1	42634267	42612799	42624633	11393	11848	60	11393
ERR6412038.831817	12442	760	12435	+	OU342941.1	47577084	2806	14480	11349	11675	53	11349
ERR6412038.1071307	12347	2	12286	+	OU342941.1	47577084	47564732	47576621	11342	12285	14	11342
ERR6412038.2043787	13143	9	12532	+	OU342944.1	34841267	34813377	34825818	11184	12644	60	11184
ERR6412038.1240405	12360	6	12311	+	OU342943.1	41012438	40988094	41000273	11128	12625	60	11128
ERR6412038.822821	13099	1643	13097	-	OU342945.1	34544964	34530183	34541614	11122	11467	60	11122
ERR6412038.2095569	11755	3	11739	-	OU342940.1	59446405	4453	16114	10997	11753	60	10997
ERR6412038.1825494	14306	1306	14302	+	OU342945.1	34544964	14645	27535	10978	13013	18	10978
ERR6412038.96418	13167	999	11950	-	OU342945.1	34544964	659	11609	10844	10952	0	10844
ERR6412038.1283184	11218	234	11161	-	OU342945.1	34544964	664	11595	10833	10933	0	10833
ERR6412038.2272064	13588	859	11821	+	OU342945.1	34544964	659	11609	10828	10962	0	10828
ERR6412038.226961	12326	872	11815	+	OU342945.1	34544964	664	11595	10815	10948	0	10815
ERR6412038.1013410	10934	7	10898	-	OU342945.1	34544964	664	11547	10773	10891	0	10773
ERR6412038.2267087	14758	599	11527	-	OU342945.1	34544964	664	11595	10757	10940	0	10757
ERR6412038.1059992	12252	1	11665	+	OU342944.1	34841267	34814196	34825818	10698	11790	60	10698
ERR6412038.293359	12536	770	11727	+	OU342941.1	47577084	47565611	47576621	10577	11049	0	10577
ERR6412038.1383839	11401	1007	11392	+	OU342945.1	34544964	14644	25027	10342	10388	60	10342
ERR6412038.1250899	11806	1220	11799	+	OU342944.1	34841267	1580	12160	10325	10581	60	10325
ERR6412038.2066191	13737	2564	13731	-	OU342946.1	31209118	31194790	31205929	10313	11180	60	10313
ERR6412038.2365592	10415	6	10369	-	OU342945.1	34544964	664	11031	10266	10368	0	10266
ERR6412038.163525	11610	3	11575	-	OU342945.1	34544964	14644	26217	10213	11586	16	10213
ERR6412038.1817117	13088	4	12641	-	OU342945.1	34544964	729	18288	9966	17578	59	9966
ERR6412038.93408	10295	0	10258	+	OU342941.1	47577084	47566423	47576621	9939	10262	0	9939
ERR6412038.1522621	10542	3	10043	+	OU342941.1	47577084	47566450	47576486	9928	10045	0	9928
ERR6412038.856761	11034	18	10969	+	OU342942.1	42634267	42597507	42610465	9873	13166	60	9873
ERR6412038.483693	13965	2625	13962	+	OU342942.1	42634267	2337	13852	9860	12083	28	9860
ERR6412038.2402771	10234	9	10177	-	OU342942.1	42634267	2324	12485	9838	10171	42	9838
ERR6412038.518647	10213	5	10158	-	OU342941.1	47577084	2806	12943	9780	10156	22	9780
ERR6412038.598815	12988	2220	12981	+	OU342944.1	34841267	8083	18694	9718	10818	25	9718
ERR6412038.441813	13702	0	13192	-	OU342943.1	41012438	3288	16460	9706	13199	60	9706
ERR6412038.746937	11634	7	11559	-	OU342945.1	34544964	14661	26137	9686	11563	15	9686
ERR6412038.2026736	11015	1	10960	-	OU342944.1	34841267	1597	17279	9666	15884	10	9666
ERR6412038.1495285	12423	1101	12416	-	OU342944.1	34841267	34828567	34839884	9642	11329	60	9642
ERR6412038.1553353	11101	1098	11097	-	OU342943.1	41012438	40999272	41009258	9629	10001	60	9629
ERR6412038.264547	10786	9	10660	+	OU342942.1	42634267	42621463	42632084	9519	10676	60	9519
ERR6412038.2225389	11868	1386	11867	-	OU342942.1	42634267	42621752	42632154	9389	10483	60	9389
ERR6412038.211157	9466	3	9433	-	OU342944.1	34841267	1580	11009	9183	9431	60	9183
ERR6412038.1878743	10876	3	10802	+	OU342944.1	34841267	34829058	34839884	9152	10831	60	9152
ERR6412038.1971380	12527	1688	12521	+	OU342942.1	42634267	2337	13359	9151	11601	12	9151
ERR6412038.1028867	9565	4	9503	-	OU342946.1	31209118	3336	12831	9118	9499	23	9118
ERR6412038.1611011	10128	104	10125	+	OU342940.1	59446405	3562	13581	9095	10029	56	9095
ERR6412038.313908	11830	2188	11825	-	OU342942.1	42634267	42622458	42632084	9081	9642	58	9081
ERR6412038.81639	9323	8	9275	-	OU342942.1	42634267	2324	11591	9022	9267	42	9022
ERR6412038.300822	11849	2273	11842	-	OU342942.1	42634267	42622580	42632149	9013	9577	59	9013
ERR6412038.685923	14971	2567	14970	+	OU342943.1	41012438	3288	15705	8750	12436	60	8750
ERR6412038.306430	14387	0	8906	-	OU342944.1	34841267	1575	10480	8679	8906	60	8679
ERR6412038.2109375	12141	43	12128	-	OU342943.1	41012438	41000359	41012403	8678	12096	60	8678
ERR6412038.1423767	9841	7	8498	-	OU342945.1	34544964	729	9214	8422	8492	0	8422
ERR6412038.1883748	11654	1895	11651	+	OU342945.1	34544964	14644	24395	8307	9785	15	8307
ERR6412038.1368660	11407	1367	11400	-	OU342944.1	34841267	34829818	34839889	8268	10081	60	8268
ERR6412038.1962458	8857	26	8805	-	OU342941.1	47577084	2806	11538	8222	8781	17	8222
ERR6412038.1770803	11881	2027	10337	+	OU342945.1	34544964	659	8954	8146	8311	0	8146
ERR6412038.2378203	10609	4	10234	-	OU342942.1	42634267	2337	12670	8108	10926	14	8108
ERR6412038.862695	11032	6	9602	-	OU342945.1	34544964	14644	24223	8103	9617	11	8103
ERR6412038.443137	8376	1	8303	-	OU342944.1	34841267	1580	9882	8080	8302	60	8080
ERR6412038.1755208	10069	6	9122	-	OU342945.1	34544964	41134	50251	8064	9126	2	8064
ERR6412038.805401	8887	9	8733	-	OU342944.1	34841267	8083	16720	8052	8774	23	8052
ERR6412038.2052569	10007	4	8085	+	OU342945.1	34544964	34533548	34541628	7975	8083	60	7975
ERR6412038.155511	8075	6	8017	-	OU342942.1	42634267	2324	10335	7873	8011	41	7873
ERR6412038.1596618	9150	7	7905	+	OU342945.1	34544964	34533720	34541614	7802	7898	60	7802
ERR6412038.2187839	11887	788	11887	-	OU342941.1	47577084	47554305	47565381	7775	11100	17	7775
ERR6412038.1579705	11049	1701	11049	+	OU342945.1	34544964	14644	23956	7762	9370	6	7762
ERR6412038.2056697	8037	9	7992	-	OU342944.1	34841267	1580	9559	7744	7983	60	7744
ERR6412038.130270	10892	1348	10886	+	OU342945.1	34544964	14672	24223	7702	9586	11	7702
ERR6412038.1468942	11297	7	11224	+	OU342941.1	47577084	47560930	47576621	7639	15782	60	7639
ERR6412038.830502	10994	2024	10990	+	OU342945.1	34544964	14644	23588	7604	8980	6	7604
ERR6412038.1365151	8094	0	7986	+	OU342943.1	41012438	41001253	41009229	7601	8002	60	7601
ERR6412038.987931	9257	5	9203	+	OU342944.1	34841267	34830684	34839884	7563	9213	39	7563
ERR6412038.1432649	7649	1	7603	-	OU342940.1	59446405	4453	12057	7557	7607	51	7557
ERR6412038.984038	13782	2666	13760	+	OU342943.1	41012438	3288	14357	7541	11112	53	7541
ERR6412038.1495898	10107	5	8721	-	OU342945.1	34544964	14644	23363	7529	8725	4	7529
ERR6412038.899927	7771	1	7731	+	OU342946.1	31209118	31198199	31205929	7504	7730	7	7504
ERR6412038.2194212	8930	4	7480	-	OU342945.1	34544964	14639	22113	7459	7478	58	7459
ERR6412038.714611	11023	2912	11022	-	OU342941.1	47577084	47568674	47576621	7436	8114	0	7436
ERR6412038.2301041	8644	356	8621	-	OU342944.1	34841267	34817587	34825818	7367	8288	3	7367
ERR6412038.1052294	8398	70	8334	-	OU342944.1	34841267	34817587	34825818	7362	8286	10	7362
ERR6412038.1637744	9952	30	8804	+	OU342944.1	34841267	34831105	34839884	7343	8793	31	7343
ERR6412038.2000714	7854	27	7723	+	OU342946.1	31209118	31198250	31205929	7333	7699	6	7333
ERR6412038.91771	12936	0	7450	-	OU342944.1	34841267	1575	9023	7208	7451	60	7208
ERR6412038.962490	8686	1299	8673	-	OU342941.1	47577084	47569256	47576626	7190	7377	0	7190
ERR6412038.1315130	9407	1903	9399	-	OU342941.1	47577084	47569237	47576626	7139	7500	0	7139
ERR6412038.270007	14831	4095	14825	-	OU342946.1	31209118	31198261	31205929	7031	10755	4	7031
ERR6412038.1156689	12666	11	10596	+	OU342946.1	31209118	31198443	31205929	7028	10589	2	7028
ERR6412038.1397730	7065	9	7018	-	OU342940.1	59446405	4453	11463	6971	7015	39	6971
ERR6412038.647167	8285	1142	8278	+	OU342946.1	31209118	3336	10481	6954	7145	15	6954
ERR6412038.804441	9982	1657	9976	+	OU342945.1	34544964	14644	22943	6924	8333	4	6924
ERR6412038.2392178	8867	8	6931	+	OU342945.1	34544964	34534691	34541614	6923	6923	60	6923
ERR6412038.617755	8036	3	7644	-	OU342942.1	42634267	2337	9802	6833	7747	16	6833
ERR6412038.1562248	9324	3	9302	-	OU342941.1	47577084	47555697	47564986	6806	9299	26	6806
ERR6412038.765863	7051	9	6993	-	OU342944.1	34841267	1580	8548	6640	6985	60	6640
ERR6412038.1730348	7595	3	7575	-	OU342945.1	34544964	41139	48708	6583	7578	1	6583
ERR6412038.214087	9298	2532	9296	-	OU342943.1	41012438	41002510	41009258	6535	6766	60	6535
ERR6412038.1047754	9714	69	9710	-	OU342943.1	41012438	41002537	41012259	6381	9833	60	6381
ERR6412038.1148901	10135	3645	10128	+	OU342945.1	34544964	14644	21122	6338	6494	46	6338
ERR6412038.961962	9288	2082	9287	+	OU342942.1	42634267	2337	9373	6320	7320	16	6320
ERR6412038.1956820	11995	4301	11981	+	OU342945.1	34544964	14644	22312	6214	7693	9	6214
ERR6412038.1775295	8679	32	7300	-	OU342945.1	34544964	14644	21912	6192	7280	5	6192
ERR6412038.2327992	9151	2365	9149	-	OU342942.1	42634267	42617865	42624628	6191	6792	60	6191
ERR6412038.688425	8491	2	8466	+	OU342943.1	41012438	3301	11759	6000	8468	32	6000
ERR6412038.1997994	8388	1856	8386	+	OU342944.1	34841267	8083	14546	5969	6552	32	5969
ERR6412038.2057531	10944	5	5998	-	OU342944.1	34841267	1580	7565	5893	5999	60	5893
ERR6412038.2160835	9527	2969	9505	-	OU342944.1	34841267	8120	16858	5851	8888	2	5851
ERR6412038.1390590	6002	0	5944	+	OU342946.1	31209118	31199987	31205929	5850	5945	2	5850
ERR6412038.2245444	8391	7	6825	-	OU342945.1	34544964	14644	21460	5766	6833	1	5766
ERR6412038.1978725	8493	2	6962	-	OU342945.1	34544964	41139	48092	5591	6983	0	5591
ERR6412038.851548	7896	1918	7895	-	OU342945.1	34544964	34535681	34541614	5544	5979	60	5544
ERR6412038.2347058	8745	1869	8728	-	OU342942.1	42634267	42622871	42632149	5508	9356	27	5508
ERR6412038.1699918	10292	4	6468	-	OU342945.1	34544964	14644	21095	5444	6477	0	5444
ERR6412038.504099	11506	1604	9888	-	OU342943.1	41012438	41002993	41011944	5220	8964	23	5220
ERR6412038.1186651	10713	2826	8419	-	OU342943.1	41012438	41002993	41009256	5213	6270	8	5213
ERR6412038.1262445	8711	7	7605	-	OU342941.1	47577084	47555688	47563283	5173	7598	31	5173
ERR6412038.428559	7573	1764	7477	+	OU342945.1	34544964	14661	20362	5006	5717	0	5006
ERR6412038.1738108	9073	151	9064	+	OU342940.1	59446405	6	8869	4918	8915	60	4918
ERR6412038.922849	10200	9	8340	+	OU342944.1	34841267	34820561	34825818	4888	8345	0	4888
ERR6412038.914816	7489	2432	7480	+	OU342942.1	42634267	2324	7362	4881	5048	56	4881
ERR6412038.1244798	9887	633	9179	+	OU342943.1	41012438	41002993	41012205	4875	9291	60	4875
ERR6412038.1823405	8328	5	4949	-	OU342945.1	34544964	729	5665	4758	4956	0	4758
ERR6412038.2112585	11382	87	7266	-	OU342941.1	47577084	47555688	47562854	4754	7186	32	4754
ERR6412038.426002	7798	256	7791	-	OU342946.1	31209118	31201346	31208772	4565	7575	5	4565
ERR6412038.213232	8995	4941	8994	+	OU342944.1	34841267	1580	5620	3993	4053	60	3993
ERR6412038.683693	9999	3052	7488	-	OU342944.1	34841267	34821584	34825818	3896	4450	3	3896
ERR6412038.88995	7204	3225	7196	-	OU342944.1	34841267	34821847	34825818	3886	3973	12	3886
ERR6412038.1124083	7519	30	4444	+	OU342941.1	47577084	47572342	47576621	3864	4414	0	3864
ERR6412038.1570913	8697	2305	6762	+	OU342944.1	34841267	34821584	34825818	3816	4471	3	3816
ERR6412038.1379723	8446	2116	6561	+	OU342944.1	34841267	34821584	34825818	3790	4459	3	3790
ERR6412038.2362683	7132	3388	7130	+	OU342941.1	47577084	2806	6545	3609	3744	0	3609
ERR6412038.2162124	7235	3488	7231	-	OU342944.1	34841267	34836139	34839884	3545	3749	0	3545
ERR6412038.2338492	6374	669	6365	+	OU342940.1	59446405	2254	7952	3404	5812	49	3404
ERR6412038.875612	7957	6	3701	+	OU342944.1	34841267	34836217	34839884	3374	3699	0	3374
ERR6412038.300818	7668	4242	7631	-	OU342943.1	41012438	41005198	41009258	3259	4065	60	3259
ERR6412038.683832	6279	2943	6271	-	OU342944.1	34841267	11814	16797	2960	5057	0	2960
ERR6412038.1826422	6087	0	6072	+	OU342945.1	34544964	34538911	34544949	2797	6072	60	2797
ERR6412038.1155109	6972	4085	6960	+	OU342941.1	47577084	47555688	47558560	2474	2876	8	2474
ERR6412038.1524942	3946	1452	3933	-	OU342944.1	34841267	34837269	34839749	2384	2487	0	2384
ERR6412038.2266337	6330	4119	6329	-	OU342942.1	42634267	42629883	42632084	2114	2210	0	2114
ERR6412038.751341	2170	815	2168	-	OU342942.1	42634267	42630802	42632149	1216	1353	0	1216
ERR6412038.1099121	6280	9	996	-	OU342944.1	34841267	1580	2566	978	988	60	978
ERR6412038.1419064	5642	8	1012	+	OU342942.1	42634267	42631160	42632154	899	1004	0	899
ERR6412038.2277381	6011	5123	6011	+	OU342944.1	34841267	1575	2462	881	888	60	881
ERR6412038.797810	6075	5475	6074	-	OU342944.1	34841267	34834678	34835277	552	599	0	552
