query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	match
ERR9924614.1551647	9919	18	9910	-	OX276332.1	39234617	2836	12720	9494	9915	60	9494
ERR9924614.1113902	9482	0	9454	+	OX276332.1	39234617	39195375	39204828	9424	9454	0	9424
ERR9924614.991908	10413	3	9765	-	OX276331.1	39288891	8507	18281	9384	9821	52	9384
ERR9924614.735892	9423	4	9406	+	OX276333.1	26735716	26717905	26731038	9306	13145	60	9306
ERR9924614.1827827	10868	4	10696	-	OX276331.1	39288891	26153	36853	9274	10703	17	9274
ERR9924614.675527	13355	2437	13354	+	OX276331.1	39288891	26153	37057	9241	10933	14	9241
ERR9924614.836104	12490	2632	12488	+	OX276330.1	47475851	27758	37608	9238	9883	2	9238
ERR9924614.1199633	12042	7	11997	-	OX276330.1	47475851	10399	22067	9157	12096	13	9157
ERR9924614.255706	11525	2144	11523	-	OX276332.1	39234617	39195768	39205077	9109	9379	0	9109
ERR9924614.506004	13856	4583	13852	+	OX276331.1	39288891	27945	37212	9090	9272	1	9090
ERR9924614.446082	9087	0	9046	+	OX276332.1	39234617	39195782	39204828	9018	9046	0	9018
ERR9924614.170730	9087	2	9022	+	OX276327.1	94538841	94489368	94498440	8983	9076	0	8983
ERR9924614.1410104	12347	3265	12340	+	OX276331.1	39288891	8507	17573	8936	9080	57	8936
ERR9924614.227344	20722	3	20675	-	OX276327.1	94538841	17695	38355	8931	20706	60	8931
ERR9924614.787353	10148	9	10143	+	OX276332.1	39234617	928	10978	8907	10156	60	8907
ERR9924614.820093	13827	4371	13815	+	OX276330.1	47475851	27642	37041	8893	9459	3	8893
ERR9924614.553370	10985	73	10980	+	OX276331.1	39288891	36	10729	8886	10940	60	8886
ERR9924614.811353	8877	2	8847	+	OX276331.1	39288891	39275036	39283880	8799	8845	60	8799
ERR9924614.552401	9114	8	8981	-	OX276331.1	39288891	27945	36915	8708	8979	1	8708
ERR9924614.611843	8564	0	8558	+	OX276331.1	39288891	39275365	39283922	8501	8558	60	8501
ERR9924614.1234690	10776	4	10649	-	OX276328.1	64010702	10231	23092	8484	13487	60	8484
ERR9924614.1142398	10488	3	8612	-	OX276331.1	39288891	8507	17106	8468	8614	60	8468
ERR9924614.126010	11788	4	11729	-	OX276330.1	47475851	10407	21763	8441	11833	13	8441
ERR9924614.1435891	8741	9	8601	-	OX276331.1	39288891	27945	36535	8408	8594	1	8408
ERR9924614.1746538	10581	9	10475	-	OX276328.1	64010702	10231	22903	8333	13298	60	8333
ERR9924614.570192	11699	3340	11696	+	OX276332.1	39234617	37628	45981	8332	8356	0	8332
ERR9924614.67016	11427	1177	11423	+	OX276332.1	39234617	46	10183	8299	10252	60	8299
ERR9924614.188148	12741	4330	12737	+	OX276331.1	39288891	27945	36350	8251	8407	0	8251
ERR9924614.1291319	9717	0	9541	-	OX276331.1	39288891	26153	35703	8147	9552	19	8147
ERR9924614.667845	8166	5	8158	-	OX276332.1	39234617	2833	10986	8137	8153	60	8137
ERR9924614.1383853	8162	7	8152	+	OX276332.1	39234617	39196684	39204828	8091	8147	0	8091
ERR9924614.377026	8125	5	8108	+	OX276333.1	26735716	26722916	26731021	8088	8105	60	8088
ERR9924614.459894	10323	6	10228	-	OX276328.1	64010702	10231	22651	8084	13054	60	8084
ERR9924614.1310682	8186	6	8147	+	OX276332.1	39234617	39196694	39204828	8053	8149	0	8053
ERR9924614.366684	9290	0	8619	-	OX276331.1	39288891	8507	17121	7972	8694	60	7972
ERR9924614.1158728	8208	7	8094	-	OX276331.1	39288891	27945	36032	7942	8087	1	7942
ERR9924614.1864030	7995	33	7991	-	OX276332.1	39234617	2813	10769	7918	7958	60	7918
ERR9924614.149575	10253	0	10248	-	OX276333.1	26735716	26724833	26735102	7915	10290	60	7915
ERR9924614.503032	9741	0	9735	+	OX276331.1	39288891	239	9983	7915	9752	60	7915
ERR9924614.909945	8920	4	8247	-	OX276331.1	39288891	8507	16755	7903	8297	60	7903
ERR9924614.800900	9424	3	9291	-	OX276331.1	39288891	26153	35449	7895	9298	20	7895
ERR9924614.1604478	9466	2	9299	-	OX276331.1	39288891	26153	35458	7890	9307	20	7890
ERR9924614.240481	9400	7	9242	-	OX276331.1	39288891	26153	35396	7842	9245	20	7842
ERR9924614.761942	7886	4	7874	+	OX276332.1	39234617	39196945	39204818	7809	7878	0	7809
ERR9924614.1298628	8438	0	8371	+	OX276332.1	39234617	39213972	39222321	7733	8476	0	7733
ERR9924614.679194	13490	4448	13485	-	OX276332.1	39234617	39178471	39187569	7654	9120	1	7654
ERR9924614.1274374	7665	6	7656	-	OX276331.1	39288891	3414	11060	7584	7650	60	7584
ERR9924614.1784448	9735	0	9732	-	OX276333.1	26735716	26725484	26735208	7581	9737	60	7581
ERR9924614.992506	9560	9	7721	-	OX276331.1	39288891	8507	16211	7574	7718	60	7574
ERR9924614.1646704	7650	15	7614	-	OX276332.1	39234617	37628	45224	7550	7602	0	7550
ERR9924614.534901	12202	336	12197	-	OX276331.1	39288891	39277047	39288626	7533	12416	60	7533
ERR9924614.60879	7721	3	7698	-	OX276332.1	39234617	2801	10456	7467	7695	60	7467
ERR9924614.253735	9426	8	7597	-	OX276331.1	39288891	8507	16085	7441	7594	60	7441
ERR9924614.1572682	10892	958	10889	-	OX276333.1	26735716	26725793	26735690	7336	9953	60	7336
ERR9924614.1075336	11590	3912	11585	+	OX276330.1	47475851	27758	35420	7327	7681	3	7327
ERR9924614.1509490	18289	7	7835	-	OX276331.1	39288891	8507	16328	7285	7890	46	7285
ERR9924614.595607	7562	0	7413	-	OX276331.1	39288891	27945	35358	7268	7413	1	7268
ERR9924614.677147	8247	28	8247	-	OX276333.1	26735716	26724612	26732831	7230	8223	60	7230
ERR9924614.54834	8433	5	7742	-	OX276331.1	39288891	8507	16241	7225	7797	60	7225
ERR9924614.1310238	7561	9	7519	+	OX276331.1	39288891	39276366	39283841	7222	7511	60	7222
ERR9924614.428404	7584	5	7453	-	OX276331.1	39288891	27945	35396	7192	7459	1	7192
ERR9924614.1588586	7254	2	7235	+	OX276333.1	26735716	26720074	26731038	7155	10976	60	7155
ERR9924614.1222577	9882	9	9822	-	OX276330.1	47475851	10399	19897	7034	9913	21	7034
ERR9924614.157123	10857	3421	10848	+	OX276330.1	47475851	27642	35029	7026	7427	3	7026
ERR9924614.107314	7040	3	7023	+	OX276331.1	39288891	39276837	39283878	6949	7041	60	6949
ERR9924614.973739	6929	4	6919	+	OX276333.1	26735716	26724125	26731038	6891	6915	60	6891
ERR9924614.133022	9837	2936	9831	+	OX276331.1	39288891	27945	34840	6750	6895	0	6750
ERR9924614.1621327	7009	9	6998	-	OX276330.1	47475851	27758	34737	6738	6989	4	6738
ERR9924614.1087543	9732	2700	9727	+	OX276331.1	39288891	8507	15537	6695	7078	57	6695
ERR9924614.1102087	10696	1999	10690	+	OX276328.1	64010702	10231	21125	6610	11523	60	6610
ERR9924614.423341	6998	9	6958	+	OX276333.1	26735716	26720315	26731006	6598	10713	60	6598
ERR9924614.953940	6575	7	6567	+	OX276333.1	26735716	26724495	26731054	6543	6560	60	6543
ERR9924614.1273083	6593	1	6538	+	OX276331.1	39288891	39277321	39283878	6477	6557	60	6477
ERR9924614.1063902	9521	7	9489	-	OX276330.1	47475851	10407	19565	6418	9597	23	6418
ERR9924614.1344963	15661	4957	15661	+	OX276333.1	26735716	9126	19831	6414	10707	60	6414
ERR9924614.1133480	15366	1285	15364	+	OX276330.1	47475851	6039	18101	6408	14832	25	6408
ERR9924614.592240	8823	23	8816	-	OX276331.1	39288891	39277810	39286970	6371	9403	60	6371
ERR9924614.1474348	12650	6247	12649	+	OX276332.1	39234617	37628	44028	6361	6407	0	6361
ERR9924614.40676	18607	434	18606	-	OX276329.1	59217327	59198955	59217140	6284	18197	41	6284
ERR9924614.736229	6399	6	6339	+	OX276332.1	39234617	39227893	39234233	6283	6341	0	6283
ERR9924614.737850	18241	192	18211	+	OX276329.1	59217327	59198385	59216406	6236	18031	35	6236
ERR9924614.1871601	10817	4421	10816	+	OX276331.1	39288891	27945	34343	6200	6400	0	6200
ERR9924614.924383	6205	9	6201	-	OX276332.1	39234617	2813	9005	6171	6192	60	6171
ERR9924614.115328	7159	5	6479	-	OX276331.1	39288891	8507	14992	6159	6525	60	6159
ERR9924614.461650	11761	5640	11760	+	OX276332.1	39234617	37628	43748	6046	6126	0	6046
ERR9924614.1854831	10120	2115	10112	+	OX276328.1	64010702	10231	20432	5935	10828	60	5935
ERR9924614.573318	8708	3	8646	-	OX276330.1	47475851	10399	18729	5899	8743	24	5899
ERR9924614.487827	9151	3336	9149	+	OX276332.1	39234617	37628	43442	5807	5814	0	5807
ERR9924614.1110039	11119	165	11115	+	OX276330.1	47475851	6039	15460	5778	11550	14	5778
ERR9924614.495518	12931	138	12926	+	OX276330.1	47475851	582	15084	5774	15302	19	5774
ERR9924614.861620	8271	167	8262	-	OX276333.1	26735716	26721825	26734364	5771	12725	60	5771
ERR9924614.1301830	8559	111	8552	-	OX276333.1	26735716	26727393	26735700	5761	8469	60	5761
ERR9924614.1143235	10812	3899	10809	-	OX276332.1	39234617	39180633	39187562	5684	6944	1	5684
ERR9924614.1393629	11114	1147	11105	-	OX276331.1	39288891	39278822	39288827	5640	10682	60	5640
ERR9924614.435978	15787	103	15781	+	OX276329.1	59217327	59201018	59216701	5633	15688	42	5633
ERR9924614.104357	5632	7	5598	-	OX276332.1	39234617	37628	43219	5585	5591	0	5585
ERR9924614.1513637	9504	1846	9496	+	OX276328.1	64010702	10231	20091	5541	10486	60	5541
ERR9924614.1622307	10668	4783	10659	+	OX276331.1	39288891	8507	14389	5539	5927	60	5539
ERR9924614.839935	7664	9	5755	-	OX276331.1	39288891	8512	14235	5476	5751	60	5476
ERR9924614.1378071	13508	172	13508	+	OX276330.1	47475851	5	17016	5462	17680	26	5462
ERR9924614.1689290	15372	1	15332	-	OX276329.1	59217327	59201653	59216999	5461	15354	46	5461
ERR9924614.1326190	11549	6088	11547	+	OX276332.1	39234617	37628	43087	5435	5460	0	5435
ERR9924614.196723	9621	2810	9616	+	OX276331.1	39288891	26153	32966	5411	6816	21	5411
ERR9924614.1364704	11934	4563	11933	+	OX276328.1	64010702	10231	19804	5304	10201	60	5304
ERR9924614.706503	10472	716	10471	+	OX276330.1	47475851	6049	15003	5277	10390	20	5277
ERR9924614.1002671	14685	72	14581	-	OX276329.1	59217327	59202177	59216690	5272	14526	45	5272
ERR9924614.474277	10777	5522	10776	+	OX276332.1	39234617	37628	42882	5248	5254	0	5248
ERR9924614.544471	9118	2653	9113	-	OX276332.1	39234617	39181083	39187569	5204	6491	1	5204
ERR9924614.1441353	8402	3184	8396	+	OX276332.1	39234617	37628	42831	5134	5214	0	5134
ERR9924614.1213288	10812	84	10811	+	OX276330.1	47475851	1152	14634	5117	13898	18	5117
ERR9924614.1749089	13240	7796	13235	+	OX276331.1	39288891	8507	13951	5104	5487	37	5104
ERR9924614.1809387	15132	1	15103	-	OX276327.1	94538841	17695	32764	4994	15119	15	4994
ERR9924614.68994	16467	16	16454	+	OX276329.1	59217327	59197002	59213420	4921	16462	8	4921
ERR9924614.808424	15703	44	15682	+	OX276329.1	59217327	59199020	59214650	4912	15675	21	4912
ERR9924614.1520345	15955	1436	15945	+	OX276329.1	59217327	1832	16356	4902	14544	0	4902
ERR9924614.1634837	12227	109	12221	+	OX276330.1	47475851	3753	16932	4896	13768	24	4896
ERR9924614.1625203	5848	2	5203	-	OX276331.1	39288891	8507	13714	4889	5252	60	4889
ERR9924614.1861317	10620	4334	10611	+	OX276331.1	39288891	26153	32438	4885	6287	22	4885
ERR9924614.948276	13254	67	13182	-	OX276329.1	59217327	59204050	59217238	4879	13212	53	4879
ERR9924614.1528372	8510	3626	8505	+	OX276332.1	39234617	37628	42507	4873	4879	0	4873
ERR9924614.1654625	9461	2485	9454	+	OX276331.1	39288891	170	6913	4833	7020	60	4833
ERR9924614.686472	11247	1796	11244	+	OX276330.1	47475851	5785	14554	4808	9824	19	4808
ERR9924614.596882	14705	82	14289	+	OX276329.1	59217327	59203058	59217272	4801	14306	44	4801
ERR9924614.1017406	9752	3102	9748	+	OX276331.1	39288891	43	6640	4785	6652	60	4785
ERR9924614.1040267	4813	1	4791	+	OX276332.1	39234617	39200039	39204828	4762	4790	0	4762
ERR9924614.1316630	12437	1041	12436	+	OX276331.1	39288891	25	12515	4622	14139	19	4622
ERR9924614.1156563	8274	102	8236	-	OX276333.1	26735716	9126	17261	4607	8135	60	4607
ERR9924614.987049	15775	2039	15769	+	OX276329.1	59217327	4021	17820	4522	13822	0	4522
ERR9924614.1434844	7053	21	7049	-	OX276333.1	26735716	26728733	26735679	4461	7037	60	4461
ERR9924614.1042438	8772	3996	8765	+	OX276331.1	39288891	8507	13285	4460	4820	13	4460
ERR9924614.1748307	12573	117	12074	+	OX276330.1	47475851	332	14773	4330	15038	34	4330
ERR9924614.1715479	11557	6838	11557	+	OX276330.1	47475851	27642	32314	4318	4720	5	4318
ERR9924614.1299660	10069	3028	9972	+	OX276332.1	39234617	46	7146	4291	7534	37	4291
ERR9924614.824341	7039	2797	7036	+	OX276332.1	39234617	37628	41867	4233	4239	0	4233
ERR9924614.88560	12590	0	11395	+	OX276329.1	59217327	59205927	59217251	4107	11439	60	4107
ERR9924614.1384730	9013	68	9005	+	OX276330.1	47475851	3753	13840	4101	10613	7	4101
ERR9924614.542192	8467	122	8467	+	OX276330.1	47475851	6262	13838	4032	8705	17	4032
ERR9924614.1392110	13119	2685	13029	-	OX276329.1	59217327	59206572	59216894	4017	10349	60	4017
ERR9924614.1361654	6129	13	6120	-	OX276331.1	39288891	39280701	39286768	4015	6183	60	4015
ERR9924614.861294	7572	84	7567	-	OX276331.1	39288891	39280499	39288049	4007	8074	53	4007
ERR9924614.956558	12154	8	12084	-	OX276329.1	59217327	59201909	59213992	3941	12085	17	3941
ERR9924614.1540458	11837	134	11771	-	OX276329.1	59217327	19511	31140	3920	11639	0	3920
ERR9924614.1026004	10203	18	10181	+	OX276330.1	47475851	4970	15400	3895	11294	17	3895
ERR9924614.1662552	9973	50	9621	+	OX276329.1	59217327	59207554	59217140	3741	9591	60	3741
ERR9924614.1387749	10377	8	8088	-	OX276330.1	47475851	16	8052	3738	8148	60	3738
ERR9924614.247657	7644	818	7636	-	OX276331.1	39288891	39282134	39288883	3711	6849	60	3711
ERR9924614.1640010	6176	8	6163	-	OX276333.1	26735716	26729443	26735609	3603	6193	60	3603
ERR9924614.1278142	11797	319	11783	+	OX276330.1	47475851	5	13242	3590	14934	60	3590
ERR9924614.848566	10860	31	10792	-	OX276329.1	59217327	19511	30295	3572	10790	0	3572
ERR9924614.1176293	10271	1021	10102	-	OX276329.1	59217327	59208056	59217140	3541	9119	60	3541
ERR9924614.133071	9358	868	9350	-	OX276329.1	59217327	59208516	59217014	3505	8498	60	3505
ERR9924614.291963	9092	148	9042	+	OX276329.1	59217327	59207443	59216332	3466	8903	60	3466
ERR9924614.131076	11110	89	10134	+	OX276329.1	59217327	59207175	59217140	3464	10097	60	3464
ERR9924614.212776	9015	24	8998	+	OX276330.1	47475851	2794	13491	3441	11201	8	3441
ERR9924614.1031820	9978	1612	9871	-	OX276329.1	59217327	59208937	59217140	3396	8271	60	3396
ERR9924614.582615	9480	659	9480	+	OX276330.1	47475851	6039	13064	3373	9465	27	3373
ERR9924614.1428912	8589	2306	8582	+	OX276332.1	39234617	46	6046	3342	6724	13	3342
ERR9924614.23960	11881	6133	11779	+	OX276333.1	26735716	9126	14766	3261	5649	60	3261
ERR9924614.53969	10729	68	10645	-	OX276327.1	94538841	2395	12995	3251	10682	0	3251
ERR9924614.1645647	7264	1595	7256	-	OX276333.1	26735716	26729991	26735700	3203	5731	60	3203
ERR9924614.262412	10015	1830	9846	-	OX276329.1	59217327	59209205	59217238	3160	8065	60	3160
ERR9924614.1799611	8874	1437	8625	-	OX276329.1	59217327	59210086	59217272	3159	7196	60	3159
ERR9924614.529998	8003	36	7996	+	OX276330.1	47475851	6262	12626	3079	8299	16	3079
ERR9924614.555718	8875	5927	8870	+	OX276332.1	39234617	37628	40571	2925	2944	0	2925
ERR9924614.547172	9363	9	9331	-	OX276327.1	94538841	6032	15352	2871	9391	0	2871
ERR9924614.1054433	8762	46	6335	+	OX276329.1	59217327	59210967	59217258	2824	6314	60	2824
ERR9924614.251410	7613	1023	7611	-	OX276329.1	59217327	59210704	59217251	2812	6601	60	2812
ERR9924614.384993	11593	6935	11574	+	OX276333.1	26735716	9140	13782	2798	4643	60	2798
ERR9924614.334392	6516	42	6508	+	OX276330.1	47475851	6283	12981	2786	7248	0	2786
ERR9924614.770486	8405	3026	8401	+	OX276332.1	39234617	46	5410	2661	5785	1	2661
ERR9924614.1877422	5991	607	5988	-	OX276331.1	39288891	39283514	39288883	2613	5382	60	2613
ERR9924614.1015462	5912	544	5878	-	OX276329.1	59217327	59211959	59217272	2595	5370	60	2595
ERR9924614.200345	8429	12	8394	-	OX276327.1	94538841	6032	14405	2578	8440	0	2578
ERR9924614.912763	8290	190	8219	-	OX276329.1	59217327	46047	54079	2563	8053	0	2563
ERR9924614.104061	8252	167	6812	+	OX276329.1	59217327	59210699	59217258	2561	6726	60	2561
ERR9924614.375447	5047	203	5039	-	OX276333.1	26735716	26730897	26735690	2439	4836	60	2439
ERR9924614.349907	9206	5615	9201	+	OX276330.1	47475851	36800	39808	2433	3590	0	2433
ERR9924614.1445646	8901	5271	8892	-	OX276332.1	39234617	39183907	39187569	2432	3662	1	2432
ERR9924614.794124	6189	30	4836	+	OX276329.1	59217327	59212460	59217272	2395	4828	60	2395
ERR9924614.148817	10209	3447	10097	+	OX276329.1	59217327	26171	32821	2225	6655	0	2225
ERR9924614.196480	6505	93	6473	-	OX276329.1	59217327	1832	8207	2200	6380	0	2200
ERR9924614.1564637	10886	7344	10876	+	OX276333.1	26735716	9140	12673	2194	3534	60	2194
ERR9924614.276943	7639	15	4635	+	OX276329.1	59217327	59212640	59217272	2173	4649	60	2173
ERR9924614.1710917	8086	2960	7788	-	OX276329.1	59217327	59212460	59217258	2165	4850	60	2165
ERR9924614.978722	8493	4	3358	-	OX276330.1	47475851	36800	39576	2146	3361	0	2146
ERR9924614.918429	5372	414	5337	+	OX276330.1	47475851	16	4985	2136	5004	60	2136
ERR9924614.1400408	9973	4082	9880	+	OX276329.1	59217327	1832	7629	2100	5798	0	2100
ERR9924614.829887	7629	5556	7625	+	OX276332.1	39234617	37628	39697	2063	2069	0	2063
ERR9924614.613739	6246	209	2516	-	OX276328.1	64010702	17620	20010	2014	2391	60	2014
ERR9924614.778627	6441	102	4448	+	OX276331.1	39288891	39284528	39288874	1998	4348	60	1998
ERR9924614.393721	9733	86	9361	+	OX276330.1	47475851	5	10414	1992	12120	13	1992
ERR9924614.1520892	9532	77	9524	+	OX276330.1	47475851	130	10687	1978	11942	9	1978
ERR9924614.660187	11832	174	11416	-	OX276330.1	47475851	16	10415	1976	13009	12	1976
ERR9924614.1298946	4549	51	4443	-	OX276331.1	39288891	39284020	39288408	1972	4397	60	1972
ERR9924614.58033	6569	4496	6565	+	OX276331.1	39288891	27945	30014	1925	2069	0	1925
ERR9924614.1274143	7143	35	7116	+	OX276330.1	47475851	4246	11529	1821	8954	60	1821
ERR9924614.640978	8649	219	8626	+	OX276330.1	47475851	16	9765	1791	11192	14	1791
ERR9924614.1296543	4848	1239	4721	-	OX276333.1	26735716	26732215	26735700	1784	3523	60	1784
ERR9924614.1036332	5860	12	5859	+	OX276330.1	47475851	6272	11449	1780	6267	11	1780
ERR9924614.1562784	6570	65	6564	+	OX276330.1	47475851	5801	11577	1746	7053	9	1746
ERR9924614.161842	9031	5922	9030	+	OX276331.1	39288891	26153	29271	1722	3118	45	1722
